order_id;date_commande;client;produit;categorie;quantite;prix_unitaire;montant_total;region;mode_paiement
100242;2026-03-30;Duhamel Wagner SARL;Bloc-notes;Bureau;5;505.98;2529.9;Bretagne;Carte
100243;2026-05-10;Ledoux Marques SA;Clavier mécanique;Informatique;7;508.56;3559.92;Grand Est;Virement
100244;2025-11-14;Pruvost;Ramette papier A4;Bureau;1;805.27;805.27;Bretagne;Virement
100245;2026-02-05;Techer;Point d'accès WiFi;Réseau;4;429.53;1718.12;Occitanie;Virement
100246;2026-03-21;Bousquet;Ramette papier A4;Bureau;19;177.55;3373.45;Île-de-France;Virement
100247;2025-09-22;Pruvost;Switch 8 ports;;17;381.62;6487.54;Île-de-France;Virement
100248;07/01/2025;Ledoux Marques SA;Lingettes écran;Consommables;8;325.96;2607.68;Occitanie;Carte
100249;2025-02-03;Goncalves;Cartouche encre;Bureau;37;186.44;6898.28;Île-de-France;Prélèvement
100250;2025-04-27;Martinez SA;Café 1kg;Consommables;30;105.56;3166.8;Occitanie;Virement
100251;2025-02-25;Pottier Germain SA;Souris sans fil;Informatique;38;738.19;28051.22;Île-de-France;Prélèvement
100252;2024-10-24;Regnier;Chaise ergonomique;Mobilier;9;292.9;2636.1;Île-de-France;Chèque
100253;2025-12-02;Guilbert S.A.;Point d'accès WiFi;Réseau;37;880.81;32589.97;Occitanie;Carte
100254;2026-04-03;Bertrand;Bloc-notes;Bureau;38;358.98;23723.66;Occitanie;Virement
100255;2025-11-04;Vasseur;Café 1kg;Consommables;9;94.75;852.75;Île-de-France;Chèque
100256;2024-10-26;Regnier;Bureau assis-debout;Mobilier;27;389.5;10516.5;Auvergne-Rhône-Alpes;Prélèvement
100257;2026-04-12;Bertrand;Point d'accès WiFi;Réseau;29;297.68;8632.72;Grand Est;Chèque
100258;2025-05-10;Leconte Da Costa et Fils;Cartouche encre;Bureau;12;499.85;5998.2;Grand Est;Carte
100259;2024-10-23;Maury S.A.R.L.;"Écran 27""";Informatique;-5;151.12;3173.52;Grand Est;Carte
100260;2024-10-17;Roussel Gillet SARL;Switch 8 ports;Réseau;31;680.47;21094.57;Occitanie;Prélèvement
100261;06/12/2025;Bousquet;Point d'accès WiFi;Réseau;8;602.71;4821.68;Bretagne;Prélèvement
100262;14/09/2025;Joly;Câble RJ45 5m;Réseau;5;521.92;2609.6;Bretagne;Virement
100263;2025-10-04;Roussel Gillet SARL;Point d'accès WiFi;Réseau;36;25.83;929.88;Île-de-France;Prélèvement
100264;2026-08-24;Techer;Cartouche encre;Bureau;8;6.91;55.28;Grand Est;
100265;2026-07-03;Barre;Point d'accès WiFi;Réseau;39;509.44;19868.16;Bretagne;Virement
100266;2025-10-26;Verdier;Caisson tiroirs;Mobilier;6;483.77;2902.62;Île-de-France;Prélèvement
100267;2025-01-09;Vasseur;Lingettes écran;Consommables;34;535.66;18212.44;Occitanie;Carte
100268;2024-10-23;François;Ordinateur portable;Informatique;16;434.62;6953.92;Bretagne;Prélèvement
100269;2025-10-08;Regnier;Gobelets x100;Consommables;36;334.25;12033.0;Île-de-France;Virement
100270;2024-11-10;Duhamel Wagner SARL;Point d'accès WiFi;Réseau;9;257.39;2316.51;Bretagne;
100271;2026-07-02;Fischer Muller SA;Ordinateur portable;Informatique;37;418.38;15480.06;Occitanie;Virement
100272;31/01/2025;Bertrand;Lingettes écran;Consommables;5;557.61;2788.05;Occitanie;Carte
100273;2024-11-01;Pruvost;Câble RJ45 5m;Réseau;37;127.38;4713.06;Occitanie;Carte
100274;2025-12-15;Vallet Guilbert S.A.S.;Ordinateur portable;Informatique;20;365.68;14012.38;Occitanie;Prélèvement
100275;2024-10-31;Leconte Da Costa et Fils;Ramette papier A4;Bureau;23;784.53;18044.19;Auvergne-Rhône-Alpes;Carte
100561;2025-07-18;Gillet SA;Ramette papier A4;Bureau;25;658.46;16461.5;Grand Est;Virement
100276;2026-02-15;Moulin;"Écran 27""";Informatique;15;482.07;7231.05;Occitanie;Prélèvement
100277;2026-07-10;Joubert Chauveau S.A.;Café 1kg;Consommables;8;272.98;2183.84;Auvergne-Rhône-Alpes;Virement
100278;10/03/2025;Duhamel Wagner SARL;Bloc-notes;Bureau;30;107.52;3225.6;Île-de-France;Prélèvement
100279;2025-07-19;Leleu Charpentier SA;Switch 8 ports;Réseau;29;824.34;23905.86;Bretagne;Carte
100280;2024-12-11;Joly Gallet SA;Gobelets x100;Consommables;39;871.94;34005.66;Bretagne;Virement
100281;2026-08-01;Letellier;Chaise ergonomique;Mobilier;8;86.67;693.36;Île-de-France;Chèque
100282;2025-11-25;Guillon;Caisson tiroirs;Mobilier;5;758.25;3791.25;Bretagne;Virement
100283;2025-03-19;Leleu Charpentier SA;Point d'accès WiFi;;12;490.06;5880.72;Auvergne-Rhône-Alpes;
100284;2025-12-02;Verdier;Caisson tiroirs;Mobilier;30;411.85;12355.5;Auvergne-Rhône-Alpes;Carte
100285;2025-12-14;Maury S.A.R.L.;"Écran 27""";Informatique;5;71.54;357.7;Bretagne;Carte
100286;2024-10-09;Goncalves;Souris sans fil;Informatique;33;33.59;1108.47;Grand Est;
100287;2026-01-03;Pruvost;Bloc-notes;Bureau;32;465.15;14884.8;Grand Est;Prélèvement
100288;11/11/2024;Moulin;Ordinateur portable;Informatique;22;139.93;3078.46;Île-de-France;Virement
100289;2025-07-31;Joly;Clavier mécanique;Informatique;15;484.42;7266.3;Bretagne;Virement
100290;2026-02-01;Goncalves;Caisson tiroirs;Mobilier;34;777.99;26451.66;Île-de-France;Carte
100291;2025-12-06;Robert;Ordinateur portable;Informatique;19;395.18;7508.42;Grand Est;Carte
100292;2025-11-22;Leleu Charpentier SA;Bloc-notes;Bureau;5;166.16;830.8;Île-de-France;Chèque
100293;2025-10-20;Hoareau SA;Clavier mécanique;Informatique;7;207.32;1451.24;Grand Est;Virement
100855;2026-05-06;Regnier;Switch 8 ports;Réseau;20;771.35;15427.0;Occitanie;Chèque
100294;2025-05-12;Vasseur;Lingettes écran;Consommables;30;98.37;2951.1;Occitanie;Chèque
100295;2026-09-05;Hoareau SA;Clavier mécanique;Informatique;37;895.34;33127.58;Occitanie;Carte
100296;2025-03-30;Joly Gallet SA;Câble RJ45 5m;Réseau;38;534.48;20310.24;Bretagne;Chèque
100297;2025-02-14;Guillon;Café 1kg;Consommables;24;423.17;10156.08;Auvergne-Rhône-Alpes;Carte
100298;2026-02-11;François;Café 1kg;Consommables;32;584.07;18690.24;Grand Est;Carte
100299;2026-03-19;Bègue Didier S.A.R.L.;Bureau assis-debout;Mobilier;8;568.7;4549.6;Occitanie;Chèque
100300;2025-05-11;Letellier;Lingettes écran;Consommables;37;335.08;12397.96;Bretagne;Prélèvement
100301;2025-03-13;Pinto Gillet SARL;Agrafeuse;Bureau;2;414.82;829.64;Occitanie;Chèque
100302;2025-04-03;Vasseur;Ramette papier A4;Bureau;16;564.89;9038.24;Auvergne-Rhône-Alpes;Prélèvement
100303;2025-07-13;Martinez SA;Café 1kg;Consommables;22;860.53;18931.66;Auvergne-Rhône-Alpes;Virement
100304;2024-12-19;Leleu Charpentier SA;Cartouche encre;Bureau;13;794.78;10332.14;Île-de-France;Chèque
100305;12/02/2026;Barre;Switch 8 ports;Réseau;-7;431.61;12948.3;Auvergne-Rhône-Alpes;Carte
100306;2026-01-23;Rey Bodin S.A.S.;Cartouche encre;Bureau;15;496.12;7441.8;Île-de-France;Virement
100307;2025-04-30;David Gomes S.A.R.L.;Bureau assis-debout;Mobilier;10;673.7;6737.0;Auvergne-Rhône-Alpes;Carte
100308;2025-08-30;Robert;Caisson tiroirs;Mobilier;11;326.01;3586.11;Auvergne-Rhône-Alpes;Carte
100309;2025-05-12;Robert;Cartouche encre;Bureau;29;677.1;19635.9;Île-de-France;Carte
100310;2026-08-31;Hoareau SA;Ramette papier A4;Bureau;1;274.06;274.06;Grand Est;Virement
100311;2026-04-15;Vallet Guilbert S.A.S.;Caisson tiroirs;Mobilier;3;449.14;1347.42;Île-de-France;Prélèvement
100312;2026-09-05;Goncalves;Lingettes écran;Consommables;19;801.02;20334.61;Occitanie;Prélèvement
100313;2024-11-04;Maury S.A.R.L.;Cartouche encre;Bureau;30;16.19;485.7;Occitanie;Carte
100314;2024-09-16;Roussel Gillet SARL;Bureau assis-debout;Mobilier;18;497.84;8961.12;Grand Est;Virement
100315;2025-08-30;David Gomes S.A.R.L.;Café 1kg;Consommables;8;763.36;6106.88;Bretagne;Prélèvement
100316;2026-01-04;Ledoux Marques SA;Souris sans fil;Informatique;7;362.69;2538.83;Grand Est;Chèque
100317;2025-11-20;Gillet SA;Lingettes écran;Consommables;17;502.19;14899.93;Auvergne-Rhône-Alpes;Virement
100318;2024-11-25;Joly Gallet SA;Ramette papier A4;;30;854.47;25634.1;Île-de-France;Prélèvement
100319;2024-11-04;Vasseur;Clavier mécanique;;27;159.57;4308.39;Grand Est;Carte
100320;2025-10-31;Rey Bodin S.A.S.;Point d'accès WiFi;;31;610.58;18927.98;Occitanie;Virement
100321;2025-02-21;Letellier;Switch 8 ports;Réseau;14;239.61;3354.54;Grand Est;Carte
100322;2025-10-06;David Gomes S.A.R.L.;Café 1kg;Consommables;31;695.12;21548.72;Bretagne;Prélèvement
100323;2025-04-02;Laurent et Fils;Switch 8 ports;;27;514.91;13902.57;Grand Est;Virement
100324;20/12/2024;Fischer Muller SA;Ramette papier A4;Bureau;36;729.33;26255.88;Île-de-France;Carte
100325;2026-09-03;Barre;Agrafeuse;Bureau;7;171.58;1866.98;Occitanie;Carte
100326;2025-06-07;Bègue Didier S.A.R.L.;Bureau assis-debout;Mobilier;29;578.74;16783.46;Île-de-France;Prélèvement
100327;2026-07-25;Regnier;"Écran 27""";Informatique;26;831.17;21610.42;Grand Est;Chèque
100069;2026-08-26;Vallet Guilbert S.A.S.;Point d'accès WiFi;Réseau;37;229.54;8492.98;Île-de-France;Virement
100328;2024-11-01;Maury S.A.R.L.;Souris sans fil;Informatique;38;422.47;16053.86;Île-de-France;Virement
100329;2026-07-23;Meyer;Bureau assis-debout;Mobilier;10;716.86;7168.6;Occitanie;Prélèvement
100330;17/03/2025;Rocher Briand SARL;Café 1kg;Consommables;24;230.75;5538.0;Île-de-France;Prélèvement
100331;2025-06-23;Pruvost;Bureau assis-debout;Mobilier;37;762.31;35021.91;Auvergne-Rhône-Alpes;
100332;2025-04-18;Monnier;Ordinateur portable;Informatique;31;705.05;21856.55;Auvergne-Rhône-Alpes;Prélèvement
100333;09/01/2025;Duhamel Wagner SARL;Lingettes écran;Consommables;10;206.44;2064.4;Grand Est;Prélèvement
100334;15/08/2025;Goncalves;Chaise ergonomique;Mobilier;4;684.45;2737.8;Île-de-France;Prélèvement
100335;2026-06-18;Pinto Gillet SARL;Souris sans fil;Informatique;5;398.22;1991.1;Île-de-France;Chèque
100336;2025-11-04;François;Point d'accès WiFi;Réseau;2;674.92;1349.84;Occitanie;Virement
100337;2026-03-09;Fischer Muller SA;Switch 8 ports;Réseau;13;455.74;5924.62;Grand Est;Carte
100338;2025-05-01;Joly;Point d'accès WiFi;Réseau;38;223.56;8495.28;Auvergne-Rhône-Alpes;Chèque
100339;2025-12-28;Vasseur;Agrafeuse;Bureau;32;716.12;22915.84;Île-de-France;Chèque
100340;2026-05-28;Guillon;Point d'accès WiFi;Réseau;7;318.14;2226.98;Bretagne;Carte
100341;2026-01-29;Maury S.A.R.L.;Souris sans fil;Informatique;9;372.31;3350.79;Île-de-France;Carte
100342;2025-10-24;Bertrand;Caisson tiroirs;Mobilier;24;882.02;21168.48;Bretagne;
100343;2024-09-15;Gillet SA;Bloc-notes;Bureau;9;546.51;4918.59;Grand Est;Prélèvement
100344;2026-02-09;Pruvost;Switch 8 ports;Réseau;18;641.3;11543.4;Bretagne;Carte
100345;05/06/2026;Gillet SA;Chaise ergonomique;Mobilier;18;778.86;14019.48;Grand Est;Carte
100346;2025-11-13;Joly Gallet SA;Caisson tiroirs;Mobilier;34;675.24;27608.71;Occitanie;Prélèvement
100347;2025-04-29;Meunier;Agrafeuse;Bureau;29;195.9;5681.1;Occitanie;Prélèvement
100348;2026-09-02;Robert;Café 1kg;Consommables;32;26.41;845.12;Occitanie;Chèque
100349;2026-02-06;Pinto Gillet SARL;Clavier mécanique;Informatique;15;479.39;7190.85;Île-de-France;Carte
100350;2024-11-28;Pruvost;Clavier mécanique;Informatique;13;799.48;10393.24;Île-de-France;Carte
100351;2026-09-08;Rey Bodin S.A.S.;Câble RJ45 5m;Réseau;6;875.17;5251.02;Bretagne;Prélèvement
100352;23/07/2026;Guilbert S.A.;Switch 8 ports;Réseau;33;192.17;6341.61;Île-de-France;Virement
100353;22/12/2024;Guillon;Ramette papier A4;Bureau;3;68.5;205.5;Occitanie;Prélèvement
100354;2025-04-02;Pottier Germain SA;Gobelets x100;Consommables;4;568.56;2274.24;Auvergne-Rhône-Alpes;Chèque
100355;2024-12-07;Joubert Chauveau S.A.;Bureau assis-debout;Mobilier;37;403.76;14939.12;Île-de-France;
100356;2026-08-01;David Gomes S.A.R.L.;Ordinateur portable;Informatique;17;236.11;4013.87;Bretagne;Virement
100357;2024-12-01;Gillet SA;Lingettes écran;Consommables;27;618.07;16687.89;Grand Est;Virement
100358;2026-04-08;Ledoux Marques SA;Point d'accès WiFi;Réseau;9;196.53;1768.77;Bretagne;Prélèvement
100359;2025-11-12;Roussel Gillet SARL;"Écran 27""";Informatique;39;262.27;10228.53;Auvergne-Rhône-Alpes;Chèque
100360;2025-01-07;Goncalves;Bureau assis-debout;Mobilier;7;123.3;863.1;Bretagne;Chèque
100361;2025-04-08;Joly Gallet SA;Caisson tiroirs;Mobilier;24;403.26;9678.24;Occitanie;Virement
100362;2025-04-15;Hoareau SA;Switch 8 ports;Réseau;13;669.13;8698.69;Grand Est;
100363;2025-12-22;Pottier Germain SA;Bureau assis-debout;Mobilier;2;426.36;852.72;Île-de-France;Chèque
100364;2025-02-19;Verdier;Lingettes écran;Consommables;37;476.73;17639.01;Grand Est;Chèque
100365;2026-03-20;Fischer Muller SA;Ordinateur portable;;16;434.47;6951.52;Auvergne-Rhône-Alpes;Carte
100366;2025-06-02;Letellier;Bureau assis-debout;Mobilier;38;406.62;15451.56;Occitanie;Virement
100367;2025-02-14;Laurent et Fils;Ordinateur portable;Informatique;23;389.89;8967.47;Occitanie;Chèque
100368;2026-02-24;Roussel Gillet SARL;Café 1kg;Consommables;9;140.55;1264.95;Grand Est;Virement
100369;2026-01-14;Gillet SA;Bureau assis-debout;Mobilier;8;578.12;4624.96;Auvergne-Rhône-Alpes;Prélèvement
100370;2026-07-03;Joly;Ordinateur portable;Informatique;10;451.19;4511.9;Occitanie;
100371;2025-04-02;Pruvost;Bloc-notes;Bureau;32;259.63;8308.16;Bretagne;Carte
100372;2025-10-06;Guillon;Gobelets x100;Consommables;30;891.27;26738.1;Auvergne-Rhône-Alpes;Chèque
100373;2025-09-23;Vallet Guilbert S.A.S.;Lingettes écran;Consommables;16;185.07;2961.12;Bretagne;Prélèvement
100374;2025-03-23;Hoareau SA;Cartouche encre;Bureau;37;887.09;32822.33;Grand Est;Prélèvement
100375;2026-08-13;Rocher Briand SARL;Caisson tiroirs;Mobilier;38;290.12;11024.56;Île-de-France;Chèque
100376;2026-08-15;Monnier;Clavier mécanique;Informatique;23;368.67;8479.41;Grand Est;Carte
100377;2026-06-28;Rey Bodin S.A.S.;Chaise ergonomique;Mobilier;21;171.46;3600.66;Grand Est;Carte
100378;18/10/2024;Pottier Germain SA;Ordinateur portable;Informatique;5;499.48;2497.4;Grand Est;Carte
100379;19/11/2024;Leconte Da Costa et Fils;Ordinateur portable;Informatique;10;248.98;2489.8;Île-de-France;Virement
100380;2026-01-14;Laurent et Fils;Câble RJ45 5m;Réseau;32;764.22;24455.04;Occitanie;Chèque
100381;2025-08-04;Hoareau SA;Cartouche encre;Bureau;27;66.47;1794.69;Bretagne;Prélèvement
100382;2026-06-15;Vasseur;Ordinateur portable;Informatique;22;813.71;17901.62;Bretagne;Virement
100383;2025-04-11;Leconte Da Costa et Fils;Switch 8 ports;Réseau;32;652.89;20892.48;Grand Est;Prélèvement
100384;2024-10-13;Ledoux Marques SA;Câble RJ45 5m;Réseau;22;430.56;9472.32;Bretagne;Virement
100385;11/09/2024;Barre;Café 1kg;Consommables;5;640.85;3204.25;Auvergne-Rhône-Alpes;Carte
100386;2025-05-26;Goncalves;Bureau assis-debout;;10;699.43;6994.3;Auvergne-Rhône-Alpes;Chèque
100387;2026-04-30;Verdier;Ordinateur portable;Informatique;34;543.86;18491.24;Île-de-France;Virement
100388;2024-12-19;Techer;Switch 8 ports;Réseau;23;373.71;8595.33;Île-de-France;
100389;16/01/2026;Pruvost;Caisson tiroirs;Mobilier;18;836.76;15061.68;Auvergne-Rhône-Alpes;Prélèvement
100390;2025-03-31;Laurent et Fils;Caisson tiroirs;Mobilier;20;687.19;13743.8;Île-de-France;Prélèvement
100391;2025-01-12;Roussel Gillet SARL;Bloc-notes;Bureau;8;72.18;577.44;Île-de-France;Chèque
100392;2026-04-07;Regnier;Câble RJ45 5m;Réseau;19;515.51;9794.69;Bretagne;Chèque
100393;2025-08-18;Pinto Gillet SARL;Café 1kg;Consommables;28;764.38;21402.64;Bretagne;Chèque
100394;2025-11-11;Letellier;Chaise ergonomique;Mobilier;37;660.35;24432.95;Grand Est;Virement
100395;2026-03-11;Techer;Ramette papier A4;Bureau;29;848.43;24604.47;Île-de-France;Virement
100396;2025-08-07;Bertrand;Point d'accès WiFi;Réseau;26;766.85;19938.1;Occitanie;Chèque
100341;2026-01-29;Maury S.A.R.L.;Souris sans fil;Informatique;9;372.31;3350.79;Île-de-France;Carte
100397;2025-11-18;Rocher Briand SARL;Caisson tiroirs;Mobilier;5;624.25;3121.25;Occitanie;Virement
100398;16/09/2024;Leconte Da Costa et Fils;Chaise ergonomique;Mobilier;27;307.08;8291.16;Occitanie;
100399;2024-12-04;Meyer;Lingettes écran;Consommables;6;302.87;1817.22;Bretagne;Chèque
100400;2024-11-06;Hoareau SA;Bloc-notes;Bureau;2;857.77;1715.54;Île-de-France;Virement
100401;2026-07-26;Verdier;Bloc-notes;Bureau;27;129.19;3488.13;Île-de-France;Chèque
100402;2026-02-27;Meyer;Ordinateur portable;Informatique;22;127.53;2805.66;Bretagne;Carte
100403;2026-08-12;Meyer;Bureau assis-debout;Mobilier;-2;30.78;338.58;Auvergne-Rhône-Alpes;Carte
100404;2025-01-02;Martinez SA;Agrafeuse;Bureau;30;14.37;431.1;Auvergne-Rhône-Alpes;Carte
100098;2024-12-15;Monnier;Caisson tiroirs;Mobilier;22;587.88;12933.36;Auvergne-Rhône-Alpes;Prélèvement
100405;2025-11-06;François;Cartouche encre;Bureau;30;341.3;10239.0;Auvergne-Rhône-Alpes;Chèque
100037;2026-01-19;Barre;Agrafeuse;Bureau;16;86.83;1880.66;Auvergne-Rhône-Alpes;Carte
100406;2024-10-06;Fischer Muller SA;Ordinateur portable;Informatique;25;311.66;7791.5;Bretagne;Virement
100407;2026-06-19;Vallet Guilbert S.A.S.;Souris sans fil;Informatique;33;22.0;726.0;Auvergne-Rhône-Alpes;
100408;2025-06-22;David Gomes S.A.R.L.;Switch 8 ports;Réseau;31;569.85;17665.35;Grand Est;Prélèvement
100409;05/12/2025;Hoareau SA;Café 1kg;Consommables;15;493.2;7398.0;Bretagne;Carte
100410;2025-11-12;Laurent et Fils;Souris sans fil;Informatique;8;408.35;3266.8;Occitanie;
100411;02/01/2025;Guillon;"Écran 27""";Informatique;6;428.44;2570.64;Auvergne-Rhône-Alpes;
100412;08/08/2025;Rocher Briand SARL;Lingettes écran;Consommables;39;454.65;17731.35;Occitanie;Carte
100413;2024-12-16;Fischer Muller SA;Souris sans fil;Informatique;29;874.08;25348.32;Grand Est;Chèque
100414;2024-10-11;Hoareau SA;Lingettes écran;Consommables;7;252.98;1770.86;Grand Est;Carte
100415;2025-05-06;Guillon;Agrafeuse;Bureau;36;169.46;6100.56;Île-de-France;
100416;2025-06-19;Pruvost;Bureau assis-debout;Mobilier;22;612.67;13478.74;Occitanie;Chèque
100417;2026-08-08;Barre;Cartouche encre;Bureau;20;315.28;6305.6;Occitanie;Carte
100418;2026-09-03;Bègue Didier S.A.R.L.;Gobelets x100;;4;515.61;2062.44;Île-de-France;Prélèvement
100419;20/05/2026;Moulin;Bureau assis-debout;Mobilier;29;446.15;12938.35;Grand Est;Virement
100420;2026-07-09;Rey Bodin S.A.S.;Lingettes écran;Consommables;14;726.64;10172.96;Auvergne-Rhône-Alpes;Chèque
100421;2024-10-09;Joubert Chauveau S.A.;Clavier mécanique;Informatique;17;893.54;15190.18;Occitanie;Virement
100422;2026-08-08;Leleu Charpentier SA;Clavier mécanique;Informatique;33;161.77;5338.41;Auvergne-Rhône-Alpes;Virement
100423;13/06/2025;Rocher Briand SARL;Souris sans fil;Informatique;24;37.53;900.72;Bretagne;Virement
100424;2025-02-19;Moulin;Cartouche encre;Bureau;33;252.86;8344.38;Grand Est;Carte
100425;20/02/2026;Gillet SA;Bureau assis-debout;Mobilier;39;296.48;11562.72;Bretagne;Virement
100426;2025-03-21;Pottier Germain SA;Ramette papier A4;Bureau;12;891.75;10701.0;Île-de-France;Chèque
100427;2026-02-09;Ledoux Marques SA;Gobelets x100;;37;697.0;25789.0;Bretagne;Prélèvement
100428;2024-11-27;Hoareau SA;Caisson tiroirs;;7;690.65;4834.55;Bretagne;
100429;2025-06-10;Maury S.A.R.L.;Souris sans fil;Informatique;20;894.85;17897.0;Île-de-France;Virement
100430;2026-05-07;Moulin;Agrafeuse;Bureau;-3;693.63;4161.78;Grand Est;Chèque
100431;2025-11-17;Maury S.A.R.L.;Caisson tiroirs;Mobilier;14;249.78;3496.92;Grand Est;Virement
100432;2026-07-27;Rocher Briand SARL;Gobelets x100;;19;354.68;6738.92;Île-de-France;Prélèvement
100433;2026-07-20;Meunier;"Écran 27""";Informatique;34;384.52;13073.68;Bretagne;Chèque
100434;2025-07-21;Rocher Briand SARL;"Écran 27""";Informatique;19;453.41;8614.79;Bretagne;Carte
100435;2026-01-04;Regnier;Gobelets x100;Consommables;22;741.87;16321.14;Bretagne;Prélèvement
100436;14/04/2026;Letellier;Souris sans fil;Informatique;20;754.65;15093.0;Grand Est;Chèque
100436;14/04/2026;Letellier;Souris sans fil;Informatique;20;754.65;15093.0;Grand Est;Chèque
100437;2025-01-07;François;Chaise ergonomique;Mobilier;9;526.58;4739.22;Île-de-France;
100438;29/08/2026;Roussel Gillet SARL;Switch 8 ports;Réseau;14;649.49;9092.86;Auvergne-Rhône-Alpes;Chèque
100439;2026-09-01;Joly Gallet SA;Souris sans fil;Informatique;1;461.99;461.99;Île-de-France;Chèque
100440;2025-03-11;Vallet Guilbert S.A.S.;Ramette papier A4;Bureau;16;805.47;12887.52;Auvergne-Rhône-Alpes;Carte
100441;2026-07-12;Joubert Chauveau S.A.;Clavier mécanique;Informatique;14;399.51;5593.14;Bretagne;Virement
100442;2025-01-13;Techer;Lingettes écran;Consommables;30;785.53;23565.9;Bretagne;Prélèvement
100443;2026-05-23;Martinez SA;Switch 8 ports;Réseau;36;836.81;30125.16;Auvergne-Rhône-Alpes;Carte
100444;2026-05-31;Techer;Cartouche encre;Bureau;27;375.71;10144.17;Occitanie;Prélèvement
100445;24/01/2025;Joubert Chauveau S.A.;Switch 8 ports;Réseau;19;62.31;1183.89;Île-de-France;Chèque
100446;2026-07-25;Leconte Da Costa et Fils;"Écran 27""";Informatique;23;86.43;1987.89;Grand Est;Chèque
100447;2025-07-26;Rey Bodin S.A.S.;Caisson tiroirs;Mobilier;20;289.5;5790.0;Grand Est;Chèque
100448;2024-09-28;Joly Gallet SA;Chaise ergonomique;Mobilier;33;333.25;10997.25;Bretagne;Carte
100449;2025-01-26;Rocher Briand SARL;Ordinateur portable;Informatique;28;565.0;15820.0;Auvergne-Rhône-Alpes;Carte
100450;2026-04-04;Pottier Germain SA;Gobelets x100;Consommables;39;342.22;13346.58;Auvergne-Rhône-Alpes;Prélèvement
100451;28/08/2026;Joly;Agrafeuse;Bureau;5;714.72;3573.6;Bretagne;Carte
100452;25/05/2025;Guillon;Point d'accès WiFi;Réseau;22;413.62;9099.64;Occitanie;Chèque
100453;2026-05-09;Pottier Germain SA;Ordinateur portable;Informatique;28;457.89;12820.92;Grand Est;Prélèvement
100454;2026-09-01;Goncalves;Bureau assis-debout;Mobilier;37;679.6;25145.2;Occitanie;Prélèvement
100455;2025-07-25;Roussel Gillet SARL;Ordinateur portable;Informatique;4;196.21;784.84;Bretagne;Chèque
100456;2026-05-25;Vasseur;Bureau assis-debout;Mobilier;1;306.44;306.44;Auvergne-Rhône-Alpes;Virement
100457;2026-02-11;Meunier;Café 1kg;Consommables;20;688.26;13765.2;Auvergne-Rhône-Alpes;Carte
100458;2026-07-12;Joubert Chauveau S.A.;Souris sans fil;Informatique;7;550.25;3851.75;Bretagne;Carte
100459;02/04/2026;Pinto Gillet SARL;Café 1kg;Consommables;3;40.77;153.91;Grand Est;Chèque
100460;2026-05-31;Pottier Germain SA;Point d'accès WiFi;Réseau;13;425.53;5531.89;Grand Est;Carte
100461;2025-03-20;Fischer Muller SA;"Écran 27""";;31;389.17;12064.27;Bretagne;Prélèvement
100462;2025-04-04;Maury S.A.R.L.;Lingettes écran;Consommables;33;347.45;11465.85;Bretagne;Carte
100463;2025-01-10;Guilbert S.A.;"Écran 27""";Informatique;11;688.14;7569.54;Bretagne;
100464;13/05/2026;Joly Gallet SA;Switch 8 ports;Réseau;38;364.14;13837.32;Auvergne-Rhône-Alpes;Carte
100465;2026-03-07;Pruvost;Bloc-notes;Bureau;13;179.91;2338.83;Occitanie;Carte
100466;01/12/2024;Bertrand;Câble RJ45 5m;Réseau;7;744.43;5211.01;Bretagne;Carte
100467;2025-07-03;Bègue Didier S.A.R.L.;Clavier mécanique;Informatique;9;333.88;3004.92;Bretagne;Virement
100468;2026-07-18;Joly Gallet SA;Ramette papier A4;Bureau;28;655.64;18357.92;Île-de-France;Chèque
100469;09/10/2024;Bègue Didier S.A.R.L.;Ordinateur portable;Informatique;39;752.31;29340.09;Auvergne-Rhône-Alpes;Virement
100470;2026-07-07;Bègue Didier S.A.R.L.;Switch 8 ports;Réseau;22;212.76;4680.72;Bretagne;Carte
100471;2025-09-09;Verdier;Bloc-notes;Bureau;35;451.59;15805.65;Occitanie;Virement
100472;2025-02-28;Joly Gallet SA;Caisson tiroirs;Mobilier;37;430.93;15944.41;Île-de-France;Chèque
100473;2025-02-11;Rocher Briand SARL;Point d'accès WiFi;Réseau;30;377.88;21459.08;Auvergne-Rhône-Alpes;Chèque
100474;2026-06-05;Gillet SA;Cartouche encre;Bureau;17;276.32;4697.44;Grand Est;Carte
100475;23/08/2026;Bègue Didier S.A.R.L.;Ordinateur portable;;32;542.7;17366.4;Occitanie;
100476;01/09/2025;Robert;Point d'accès WiFi;Réseau;4;137.24;548.96;Île-de-France;Virement
100477;2025-06-07;Guillon;Bloc-notes;Bureau;7;42.3;296.1;Île-de-France;Virement
100478;04/05/2025;Pottier Germain SA;Câble RJ45 5m;;14;324.57;8653.03;Auvergne-Rhône-Alpes;Chèque
100479;08/06/2026;Rocher Briand SARL;Souris sans fil;Informatique;38;172.16;6542.08;Auvergne-Rhône-Alpes;Chèque
100480;2026-05-19;David Gomes S.A.R.L.;Gobelets x100;Consommables;9;678.26;6104.34;Auvergne-Rhône-Alpes;Prélèvement
100481;2026-07-17;Roussel Gillet SARL;Ramette papier A4;Bureau;21;269.08;5650.68;Occitanie;Prélèvement
100482;2025-03-04;Letellier;Caisson tiroirs;Mobilier;36;376.39;21986.99;Grand Est;Carte
100483;01/03/2025;Robert;Ramette papier A4;Bureau;16;475.82;7613.12;Grand Est;
